,Subject,Condition,Trial,Time_Box,Days_Past,RT,Total.Number.of.People,Unique.Within.Day,Unique.Overall,Specific.Description,Vague.Description
849,2103,Backward Recall,backward,morning,4,5111.2,0,0,0,0,0
850,2104,Free Recall,FR,FR,1,78849.2,11,0,11,11,0
851,2105,Free Recall,FR,FR,1,52338.6,4,0,4,0,4
852,2106,Backward Recall,backward,evening,1,69808,13,13,13,10,3
853,2106,Backward Recall,backward,midday,1,23761.7,1,1,1,1,0
854,2106,Backward Recall,backward,morning,1,45405.4,17,11,11,4,13
855,2106,Backward Recall,backward,evening,2,66363.7,9,9,7,6,1
856,2106,Backward Recall,backward,midday,2,29858.7,8,2,1,5,3
857,2106,Backward Recall,backward,morning,2,8882.6,4,4,4,4,0
858,2106,Backward Recall,backward,evening,3,17208.6,6,2,2,6,0
859,2106,Backward Recall,backward,midday,3,39087.6,8,2,2,6,2
860,2106,Backward Recall,backward,morning,3,6482.8,1,0,0,1,0
861,2106,Backward Recall,backward,evening,4,40552.6,5,4,4,5,0
862,2106,Backward Recall,backward,midday,4,22030.3,6,1,1,5,1
863,2106,Backward Recall,backward,morning,4,17112.9,2,2,2,0,2
864,2107,Backward Recall,backward,evening,1,69808,8,8,8,8,0
865,2107,Backward Recall,backward,midday,1,23761.7,1,0,0,1,0
866,2107,Backward Recall,backward,morning,1,45405.4,14,12,12,4,8
867,2107,Backward Recall,backward,evening,2,66363.7,7,7,6,5,2
868,2107,Backward Recall,backward,midday,2,29858.7,9,2,2,7,2
869,2107,Backward Recall,backward,morning,2,8882.6,4,0,0,4,0
870,2107,Backward Recall,backward,evening,3,17208.6,6,6,0,6,0
871,2107,Backward Recall,backward,midday,3,39087.6,7,1,1,6,1
872,2107,Backward Recall,backward,morning,3,6482.8,1,0,0,1,0
873,2107,Backward Recall,backward,evening,4,40552.6,5,5,4,5,0
874,2107,Backward Recall,backward,midday,4,22030.3,6,1,1,5,1
875,2107,Backward Recall,backward,morning,4,17112.9,2,2,2,0,2
876,2108,Forward Recall,forward,morning,4,65397.4,3,3,3,3,0
877,2108,Forward Recall,forward,midday,4,19720.1,0,0,0,0,0
878,2108,Forward Recall,forward,evening,4,3813,0,0,0,0,0
879,2108,Forward Recall,forward,morning,3,6662.1,1,1,1,1,0
880,2108,Forward Recall,forward,midday,3,6755.2,1,1,1,1,0
881,2108,Forward Recall,forward,evening,3,5020.8,1,1,1,0,0
882,2108,Forward Recall,forward,morning,2,8226.1,2,2,1,2,0
883,2108,Forward Recall,forward,midday,2,5525.4,2,2,2,2,0
884,2108,Forward Recall,forward,evening,2,4467.4,0,0,0,0,0
885,2108,Forward Recall,forward,morning,1,4630.2,1,1,0,0,0
886,2108,Forward Recall,forward,midday,1,5135.7,1,1,1,0,0
887,2108,Forward Recall,forward,evening,1,4716.1,0,0,0,0,0
888,2109,Forward Recall,forward,morning,4,25447.7,10,10,10,10,0
889,2109,Forward Recall,forward,midday,4,22009.5,4,4,4,4,0
890,2109,Forward Recall,forward,evening,4,17233,4,3,3,4,0
891,2109,Forward Recall,forward,morning,3,16924.7,0,0,0,0,0
892,2109,Forward Recall,forward,midday,3,21121.9,7,7,4,7,0
893,2109,Forward Recall,forward,evening,3,6152.7,8,1,1,8,0
894,2109,Forward Recall,forward,morning,2,9794.2,7,7,0,7,0
895,2109,Forward Recall,forward,midday,2,7855.6,7,0,0,7,0
896,2109,Forward Recall,forward,evening,2,11907.7,5,5,2,5,0
897,2109,Forward Recall,forward,morning,1,7724.9,0,0,0,0,0
898,2109,Forward Recall,forward,midday,1,14923.4,6,6,4,6,0
899,2109,Forward Recall,forward,evening,1,10940.4,5,1,0,5,0
900,2110,Free Recall,FR,FR,1,33611,5,0,5,5,0
901,2111,Backward Recall,backward,evening,1,41177.6,7,7,7,5,2
902,2111,Backward Recall,backward,midday,1,74985.1,11,8,8,7,4
903,2111,Backward Recall,backward,morning,1,40640.8,4,3,3,3,1
904,2111,Backward Recall,backward,evening,2,44758,10,10,5,8,2
905,2111,Backward Recall,backward,midday,2,74084.4,6,3,2,6,0
906,2111,Backward Recall,backward,morning,2,9959.3,3,0,0,3,0
907,2111,Backward Recall,backward,evening,3,88893.1,12,12,7,10,2
908,2111,Backward Recall,backward,midday,3,19135.4,5,1,0,5,0
909,2111,Backward Recall,backward,morning,3,16377.6,3,0,0,3,0
910,2111,Backward Recall,backward,evening,4,159288,10,10,4,8,2
911,2111,Backward Recall,backward,midday,4,13531.8,5,1,1,5,0
912,2111,Backward Recall,backward,morning,4,11751.4,5,0,0,5,0
913,2112,Backward Recall,backward,evening,1,47854.5,2,2,2,2,0
914,2112,Backward Recall,backward,midday,1,30542.4,3,2,2,3,0
915,2112,Backward Recall,backward,morning,1,12372.3,5,3,3,5,0
916,2112,Backward Recall,backward,evening,2,72379,5,5,2,3,2
917,2112,Backward Recall,backward,midday,2,48189.3,3,0,0,3,0
918,2112,Backward Recall,backward,morning,2,32002.2,2,1,1,2,0
919,2112,Backward Recall,backward,evening,3,167386.1,7,7,2,5,2
920,2112,Backward Recall,backward,midday,3,109591.7,8,4,3,6,2
921,2112,Backward Recall,backward,morning,3,97470,4,1,1,3,1
922,2112,Backward Recall,backward,evening,4,82675.9,1,1,0,1,0
923,2112,Backward Recall,backward,midday,4,116719.2,6,5,2,3,3
924,2112,Backward Recall,backward,morning,4,52162.9,5,2,1,4,1
925,2113,Free Recall,FR,FR,1,26425,9,0,9,9,0
926,2114,Backward Recall,backward,evening,1,55128.8,6,6,6,6,0
927,2114,Backward Recall,backward,midday,1,75734.9,1,1,1,1,0
928,2114,Backward Recall,backward,morning,1,12006.9,1,0,0,1,0
929,2114,Backward Recall,backward,evening,2,65853,10,10,8,2,8
930,2114,Backward Recall,backward,midday,2,9171.2,2,0,0,2,0
931,2114,Backward Recall,backward,morning,2,9667.7,1,0,0,1,0
932,2114,Backward Recall,backward,evening,3,16701.5,4,4,3,4,0
933,2114,Backward Recall,backward,midday,3,14910.8,1,0,0,1,0
934,2114,Backward Recall,backward,morning,3,4319.5,1,0,0,1,0
935,2114,Backward Recall,backward,evening,4,26197.6,3,3,2,3,0
936,2114,Backward Recall,backward,midday,4,8712.2,1,1,1,1,0
937,2114,Backward Recall,backward,morning,4,4320.4,1,0,0,1,0
938,2115,Free Recall,FR,FR,1,126099.3,6,0,6,6,0
939,2116,Forward Recall,forward,morning,4,33781.9,7,7,7,7,0
940,2116,Forward Recall,forward,midday,4,36784,5,4,4,5,0
941,2116,Forward Recall,forward,evening,4,7796.6,4,4,4,0,4
942,2116,Forward Recall,forward,morning,3,10686.6,4,4,4,0,4
943,2116,Forward Recall,forward,midday,3,4863.5,4,0,0,0,4
944,2116,Forward Recall,forward,evening,3,4876.8,4,4,4,0,4
945,2116,Forward Recall,forward,morning,2,40886,0,0,0,0,0
946,2116,Forward Recall,forward,midday,2,10589.2,2,2,2,2,0
947,2116,Forward Recall,forward,evening,2,7095.7,2,2,0,2,0
948,2116,Forward Recall,forward,morning,1,15690.6,2,2,0,2,0
949,2116,Forward Recall,forward,midday,1,8044.5,2,0,0,2,0
950,2116,Forward Recall,forward,evening,1,4918.6,0,0,0,0,0
951,2117,Forward Recall,forward,morning,4,27907.2,8,8,8,8,0
952,2117,Forward Recall,forward,midday,4,9822.4,2,2,2,2,0
953,2117,Forward Recall,forward,evening,4,23027.9,7,5,5,7,0
954,2117,Forward Recall,forward,morning,3,6940.1,2,2,0,2,0
955,2117,Forward Recall,forward,midday,3,4115.4,2,0,0,2,0
956,2117,Forward Recall,forward,evening,3,5679,3,1,1,3,0
957,2117,Forward Recall,forward,morning,2,5081.4,2,2,0,2,0
958,2117,Forward Recall,forward,midday,2,15774.5,9,5,3,9,0
959,2117,Forward Recall,forward,evening,2,3364.2,2,0,0,2,0
960,2117,Forward Recall,forward,morning,1,5928.4,2,2,0,2,0
961,2117,Forward Recall,forward,midday,1,7262.6,0,0,0,0,0
962,2117,Forward Recall,forward,evening,1,9291.8,0,0,0,0,0
963,2118,Backward Recall,backward,evening,1,47419.2,10,10,10,10,0
964,2118,Backward Recall,backward,midday,1,34610.4,5,2,2,5,0
965,2118,Backward Recall,backward,morning,1,21820.8,1,1,1,1,0
966,2118,Backward Recall,backward,evening,2,96703.5,6,6,4,6,0
967,2118,Backward Recall,backward,midday,2,24610.1,4,0,0,4,0
968,2118,Backward Recall,backward,morning,2,9097,1,1,1,1,0
969,2118,Backward Recall,backward,evening,3,52497.7,6,6,2,6,0
970,2118,Backward Recall,backward,midday,3,21312,3,0,0,3,0
971,2118,Backward Recall,backward,morning,3,4541,0,0,0,0,0
972,2118,Backward Recall,backward,evening,4,36287.2,4,4,0,4,0
973,2118,Backward Recall,backward,midday,4,11745,2,1,0,2,0
974,2118,Backward Recall,backward,morning,4,4530.4,1,1,1,1,0
975,2119,Backward Recall,backward,evening,1,8728.2,5,5,5,5,0
976,2119,Backward Recall,backward,midday,1,18347,7,4,4,7,0
977,2119,Backward Recall,backward,morning,1,6617.1,0,0,0,0,0
978,2119,Backward Recall,backward,evening,2,13833.3,7,7,3,7,0
979,2119,Backward Recall,backward,midday,2,11834.4,1,0,0,1,0
980,2119,Backward Recall,backward,morning,2,3215.2,0,0,0,0,0
981,2119,Backward Recall,backward,evening,3,29091.1,3,3,3,3,0
982,2119,Backward Recall,backward,midday,3,49786.5,3,1,1,3,0
983,2119,Backward Recall,backward,morning,3,8542.7,0,0,0,0,0
984,2119,Backward Recall,backward,evening,4,40561.6,5,5,2,5,0
985,2119,Backward Recall,backward,midday,4,4509.4,0,0,0,0,0
986,2119,Backward Recall,backward,morning,4,2356.8,0,0,0,0,0
987,2120,Backward Recall,backward,evening,1,54857.6,12,12,12,12,0
988,2120,Backward Recall,backward,midday,1,135043.3,8,4,4,8,0
989,2120,Backward Recall,backward,morning,1,9579.6,1,1,1,1,0
990,2120,Backward Recall,backward,evening,2,22796.4,3,3,2,3,0
991,2120,Backward Recall,backward,midday,2,230012.9,6,4,2,6,0
992,2120,Backward Recall,backward,morning,2,9951.8,1,0,0,1,0
993,2120,Backward Recall,backward,evening,3,73102.9,2,2,1,2,0
994,2120,Backward Recall,backward,midday,3,4871.4,1,1,0,1,0
995,2120,Backward Recall,backward,morning,3,6010.2,1,0,0,1,0
996,2120,Backward Recall,backward,evening,4,5545.7,1,1,0,1,0
997,2120,Backward Recall,backward,midday,4,8564.2,1,0,0,1,0
998,2120,Backward Recall,backward,morning,4,6266.7,1,0,0,1,0
